"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"699522U","1","1","1","1","1","0","0","20260619","20260831"
"699550U","0","0","0","0","0","0","1","20260621","20260830"
"699551U","0","0","0","0","0","0","1","20260621","20260830"
"699552U","0","0","0","0","0","0","1","20260621","20260830"
"699556U","0","0","0","0","0","1","0","20260620","20260829"
"699558U","0","0","0","0","0","0","1","20260621","20260830"
"699583U","0","0","0","0","0","1","0","20260620","20260829"
"699584U","0","0","0","0","0","1","0","20260620","20260829"
"699596U","1","1","1","1","1","0","0","20260619","20260831"
"699621U","1","0","1","1","1","0","0","20260619","20260831"
"699630U","0","0","0","0","0","1","0","20260620","20260829"
"699631U","0","0","0","0","0","1","0","20260620","20260829"
"699634U","0","1","1","1","1","0","0","20260619","20260828"
"699636U","0","0","1","0","0","0","0","20260624","20260624"
"699639U","0","0","1","0","0","0","0","20260624","20260624"
"699640U","0","0","1","0","0","0","0","20260624","20260624"
"699642U","0","0","1","0","0","0","0","20260624","20260624"
"699663U","0","0","0","0","0","1","0","20260620","20260829"
"699687U","1","1","1","1","1","0","0","20260619","20260831"
"699688U","1","1","1","1","1","0","0","20260619","20260831"
"699689U","1","1","1","1","1","0","0","20260619","20260831"
"699691U","1","1","1","1","1","0","0","20260619","20260831"
"699714U","0","0","1","0","0","0","0","20260624","20260624"
"699716U","0","0","1","0","0","0","0","20260624","20260624"
"699726U","0","0","0","0","0","0","1","20260621","20260830"
"699727U","0","0","0","0","0","0","1","20260621","20260830"
"699754U","1","1","1","1","1","0","0","20260619","20260831"
"699755U","1","1","1","1","1","0","0","20260619","20260831"
"699758U","1","1","1","1","1","0","0","20260619","20260831"
"699778U","0","0","0","0","0","1","0","20260620","20260829"
"699779U","0","0","0","0","0","1","0","20260620","20260829"
"699780U","0","0","0","0","0","1","0","20260620","20260829"
"699782U","0","0","0","0","0","1","0","20260620","20260829"
"699783U","0","0","0","0","0","1","0","20260620","20260829"
"699784U","0","0","0","0","0","1","0","20260620","20260829"
"699785U","0","0","0","0","0","1","0","20260620","20260829"
"699787U","0","0","1","0","0","0","0","20260624","20260624"
"699788U","0","0","1","0","0","0","0","20260624","20260624"
"699828U","0","0","0","0","0","0","1","20260621","20260830"
"699829U","0","0","0","0","0","0","1","20260621","20260830"
"699834U","1","1","1","1","1","0","0","20260619","20260831"
"699835U","1","1","1","1","1","0","0","20260619","20260831"
"699836U","1","1","1","1","1","0","0","20260619","20260831"
"699861U","1","1","1","1","1","1","1","20260619","20260831"
"699862U","0","0","1","0","0","0","0","20260624","20260624"
"699863U","0","0","1","0","0","0","0","20260624","20260624"
"699867U","0","0","1","0","0","0","0","20260624","20260624"
"699869U","0","0","0","0","0","0","1","20260621","20260830"
"699870U","0","0","0","0","0","0","1","20260621","20260830"
"699871U","0","0","0","0","0","0","1","20260621","20260830"
"699872U","0","0","0","0","0","0","1","20260621","20260830"
"699877U","0","0","0","0","0","0","1","20260621","20260830"
"699878U","0","0","0","0","0","0","1","20260621","20260830"
"699904U","0","0","0","0","0","1","0","20260620","20260829"
"699918U","1","1","1","1","1","0","0","20260619","20260831"
"699956U","0","0","0","0","0","1","0","20260620","20260829"
"699961U","0","0","1","0","0","0","0","20260624","20260624"
"699962U","0","0","1","0","0","0","0","20260624","20260624"
"699963U","0","0","1","0","0","0","0","20260624","20260624"
"699964U","0","0","1","0","0","0","0","20260624","20260624"
"699970U","0","0","1","0","0","0","0","20260624","20260624"
"699984U","0","0","0","0","0","1","0","20260620","20260829"
"699985U","0","0","0","0","0","1","0","20260620","20260829"
"699986U","0","0","0","0","0","1","0","20260620","20260829"
"699987U","0","0","0","0","0","1","0","20260620","20260829"
"699998U","1","1","1","1","1","0","0","20260619","20260831"
"699999U","1","1","1","1","1","0","0","20260619","20260831"
"700001U","1","1","1","1","1","0","0","20260619","20260831"
"700002U","1","1","1","1","1","0","0","20260619","20260831"
"700003U","1","1","1","1","1","0","0","20260619","20260831"
"700040U","0","0","1","0","0","0","0","20260624","20260624"
"700041U","0","0","1","0","0","0","0","20260624","20260624"
"700042U","0","0","1","0","0","0","0","20260624","20260624"
"700043U","0","0","1","0","0","0","0","20260624","20260624"
"700047U","0","0","0","0","0","0","1","20260621","20260830"
"700052U","0","0","0","0","0","0","1","20260621","20260830"
"700089U","1","1","1","1","1","0","0","20260619","20260831"
"700092U","1","1","1","1","1","0","0","20260619","20260831"
"700098U","1","1","0","1","1","0","0","20260619","20260831"
"700104U","1","0","1","1","1","0","0","20260619","20260831"
"700116U","0","0","0","0","0","1","0","20260620","20260829"
"700117U","0","0","0","0","0","1","0","20260620","20260829"
"700119U","0","0","0","0","0","1","0","20260620","20260829"
"700120U","0","0","0","0","0","1","0","20260620","20260829"
"700121U","0","0","0","0","0","1","0","20260620","20260829"
"700124U","0","0","1","0","0","0","0","20260624","20260624"
"700134U","0","0","1","0","0","0","0","20260624","20260624"
"700145U","0","0","0","0","0","1","0","20260620","20260829"
"700146U","0","0","0","0","0","1","0","20260620","20260829"
"700164U","0","0","0","0","0","0","1","20260621","20260830"
"700166U","1","1","1","1","1","0","0","20260619","20260831"
"700167U","1","1","1","1","1","0","0","20260619","20260831"
"700168U","1","1","1","1","1","0","0","20260619","20260831"
"700169U","1","1","1","1","1","0","0","20260619","20260831"
"700196U","0","0","0","0","0","0","1","20260621","20260830"
"700197U","0","0","0","0","0","0","1","20260621","20260830"
"700198U","0","0","0","0","0","0","1","20260621","20260830"
"700201U","0","0","0","0","0","0","1","20260621","20260830"
"700203U","0","0","0","0","0","0","1","20260621","20260830"
"700204U","0","0","0","0","0","0","1","20260621","20260830"
"700205U","0","0","0","0","0","0","1","20260621","20260830"
"700228U","0","0","0","0","0","0","1","20260621","20260830"
"700245U","1","1","1","1","1","0","0","20260619","20260831"
"700246U","1","1","1","1","1","0","0","20260619","20260831"
"700247U","1","1","1","1","1","0","0","20260619","20260831"
"700288U","0","0","1","0","0","0","0","20260624","20260624"
"700289U","0","0","1","0","0","0","0","20260624","20260624"
"700290U","0","0","1","0","0","0","0","20260624","20260624"
"700312U","0","0","0","0","0","1","0","20260620","20260829"
"700313U","0","0","0","0","0","1","0","20260620","20260829"
"700314U","0","0","0","0","0","1","0","20260620","20260829"
"700315U","0","0","0","0","0","1","0","20260620","20260829"
"700316U","0","0","0","0","0","1","0","20260620","20260829"
"700333U","0","0","0","0","0","0","1","20260621","20260830"
"700335U","1","1","1","1","1","0","0","20260619","20260831"
"700336U","1","1","1","1","1","0","0","20260619","20260831"
"700337U","1","1","1","1","1","0","0","20260619","20260831"
"700338U","1","1","1","1","1","0","0","20260619","20260831"
"700354U","0","0","1","0","0","0","0","20260624","20260624"
"700359U","0","0","0","0","0","0","1","20260621","20260830"
"700360U","0","0","0","0","0","0","1","20260621","20260830"
"700364U","0","0","0","0","0","0","1","20260621","20260830"
"700365U","0","0","0","0","0","0","1","20260621","20260830"
"700366U","0","0","0","0","0","0","1","20260621","20260830"
"700367U","0","0","0","0","0","0","1","20260621","20260830"
"700368U","0","0","0","0","0","0","1","20260621","20260830"
"700369U","0","0","0","0","0","0","1","20260621","20260830"
"700370U","0","0","0","0","0","0","1","20260621","20260830"
"700400U","1","1","1","1","1","0","0","20260619","20260831"
"700405U","1","1","1","1","1","0","0","20260619","20260831"
"700407U","1","1","1","1","1","0","0","20260619","20260831"
"700436U","0","0","0","0","0","1","0","20260620","20260829"
"700439U","0","0","0","0","0","1","0","20260620","20260829"
"700444U","0","0","1","0","0","0","0","20260624","20260624"
"700445U","0","0","1","0","0","0","0","20260624","20260624"
"700446U","0","0","1","0","0","0","0","20260624","20260624"
"700447U","0","0","1","0","0","0","0","20260624","20260624"
"700448U","0","0","1","0","0","0","0","20260624","20260624"
"700454U","0","0","1","0","0","0","0","20260624","20260624"
"700467U","0","0","0","0","0","1","0","20260620","20260829"
"700475U","0","0","0","0","0","1","0","20260620","20260829"
"700489U","1","1","1","1","1","0","0","20260619","20260831"
"700490U","1","1","1","1","1","0","0","20260619","20260831"
"700491U","1","1","1","1","1","0","0","20260619","20260831"
"700493U","1","1","1","1","1","0","0","20260619","20260831"
"700516U","0","0","1","0","0","0","0","20260624","20260624"
"700524U","0","0","0","0","0","0","1","20260621","20260830"
"700526U","0","0","0","0","0","0","1","20260621","20260830"
"700529U","0","0","0","0","0","0","1","20260621","20260830"
"700564U","1","1","1","1","1","0","0","20260619","20260831"
"700595U","0","0","0","0","0","1","0","20260620","20260829"
"700596U","0","0","0","0","0","1","0","20260620","20260829"
"700597U","0","0","0","0","0","1","0","20260620","20260829"
"700600U","0","0","1","0","0","0","0","20260624","20260624"
"700604U","0","0","1","0","0","0","0","20260624","20260624"
"700605U","0","0","1","0","0","0","0","20260624","20260624"
"700625U","0","0","0","0","0","1","0","20260620","20260829"
"700626U","0","0","0","0","0","1","0","20260620","20260829"
"700627U","0","0","0","0","0","1","0","20260620","20260829"
"700629U","0","0","0","0","0","1","0","20260620","20260829"
"700646U","1","1","1","1","1","0","0","20260619","20260831"
"700648U","1","1","1","1","1","0","0","20260619","20260831"
"700649U","1","1","1","1","1","0","0","20260619","20260831"
"700651U","0","1","0","0","0","0","0","20260623","20260825"
"700654U","0","1","0","0","0","0","0","20260623","20260825"
"700680U","0","0","1","0","0","0","0","20260624","20260624"
"700681U","0","0","1","0","0","0","0","20260624","20260624"
"700682U","0","0","1","0","0","0","0","20260624","20260624"
"700684U","0","0","0","0","0","0","1","20260621","20260830"
"700687U","0","0","0","0","0","0","1","20260621","20260830"
"700691U","0","0","0","0","0","0","1","20260621","20260830"
"700692U","0","0","0","0","0","0","1","20260621","20260830"
"700693U","0","0","0","0","0","0","1","20260621","20260830"
"700706U","1","1","1","1","0","0","0","20260622","20260831"
"700720U","1","1","1","1","1","0","0","20260619","20260831"
"700721U","1","1","1","1","1","0","0","20260619","20260831"
"700723U","1","1","1","1","1","0","0","20260619","20260831"
"700754U","0","0","0","0","0","1","0","20260620","20260829"
"700757U","0","0","0","0","0","1","0","20260620","20260829"
"700758U","0","0","0","0","0","1","0","20260620","20260829"
"700759U","0","0","0","0","0","1","0","20260620","20260829"
"700762U","0","0","0","0","0","1","0","20260620","20260829"
"700763U","0","0","0","0","0","1","0","20260620","20260829"
"700764U","0","0","0","0","0","1","0","20260620","20260829"
"700774U","0","0","1","0","0","0","0","20260624","20260624"
"700776U","0","0","1","0","0","0","0","20260624","20260624"
"700815U","0","0","0","0","0","1","0","20260620","20260829"
"700816U","0","0","0","0","0","1","0","20260620","20260829"
"700817U","0","0","0","0","0","1","0","20260620","20260829"
"700818U","0","0","0","0","0","1","0","20260620","20260829"
"700819U","0","0","0","0","0","1","0","20260620","20260829"
"700850U","1","1","1","1","1","0","0","20260619","20260831"
"700852U","1","1","1","1","1","0","0","20260619","20260831"
"700853U","1","1","1","1","1","0","0","20260619","20260831"
"700854U","1","1","1","1","1","0","0","20260619","20260831"
"700857U","1","1","1","1","1","0","0","20260619","20260831"
"700859U","1","1","1","1","1","0","0","20260619","20260831"
"700860U","1","1","1","1","1","0","0","20260619","20260831"
"700862U","1","1","1","1","1","0","0","20260619","20260831"
"700915U","0","0","1","0","0","0","0","20260624","20260624"
"700917U","0","0","1","0","0","0","0","20260624","20260624"
"700918U","0","0","1","0","0","0","0","20260624","20260624"
"700919U","0","0","1","0","0","0","0","20260624","20260624"
"700920U","0","0","1","0","0","0","0","20260624","20260624"
"700922U","0","0","1","0","0","0","0","20260624","20260624"
"700923U","0","0","1","0","0","0","0","20260624","20260624"
"700924U","0","0","1","0","0","0","0","20260624","20260624"
"700925U","0","0","1","0","0","0","0","20260624","20260624"
"700932U","0","0","0","0","0","0","1","20260621","20260830"
"700933U","0","0","0","0","0","0","1","20260621","20260830"
"700934U","0","0","0","0","0","0","1","20260621","20260830"
"700936U","0","0","0","0","0","0","1","20260621","20260830"
"700938U","0","0","0","0","0","0","1","20260621","20260830"
"700939U","0","0","0","0","0","0","1","20260621","20260830"
"700940U","0","0","0","0","0","0","1","20260621","20260830"
"700942U","0","0","0","0","0","0","1","20260621","20260830"
"700943U","0","0","0","0","0","0","1","20260621","20260830"
"700945U","0","0","0","0","0","0","1","20260621","20260830"
"700947U","0","0","0","0","0","0","1","20260621","20260830"
"700949U","0","0","0","0","0","0","1","20260621","20260830"
"700986U","0","0","0","0","0","0","1","20260621","20260830"
"700987U","0","0","0","0","0","0","1","20260621","20260830"
"701010U","1","1","1","1","1","0","0","20260619","20260831"
"701011U","1","1","1","1","1","0","0","20260619","20260831"
"701012U","1","1","1","1","1","0","0","20260619","20260831"
"701013U","1","1","1","1","1","0","0","20260619","20260831"
"701015U","1","1","1","1","1","0","0","20260619","20260831"
"701019U","1","1","1","1","1","0","0","20260619","20260831"
"701292U","0","0","0","0","0","0","1","20260628","20260628"
"701295U","0","0","0","0","0","0","1","20260628","20260628"
"701304U","0","0","1","0","0","0","0","20260624","20260624"
"701333U","0","0","0","0","0","0","1","20260628","20260628"
"701335U","0","0","0","0","0","0","1","20260628","20260628"
"701336U","0","0","0","0","0","0","1","20260628","20260628"
"701338U","0","0","0","0","0","0","1","20260628","20260628"
"701340U","0","0","0","0","0","0","1","20260628","20260628"
"701341U","0","0","0","0","0","0","1","20260628","20260628"
"701342U","0","0","0","0","0","0","1","20260628","20260628"
"701343U","0","0","0","0","0","0","1","20260628","20260628"
"701345U","0","0","0","0","0","0","1","20260628","20260628"
"701346U","0","0","0","0","0","0","1","20260628","20260628"
"701347U","0","0","0","0","0","0","1","20260628","20260628"
"701348U","0","0","0","0","0","0","1","20260628","20260628"
"701349U","0","0","0","0","0","0","1","20260628","20260628"
"701389U","0","0","0","0","0","0","1","20260628","20260628"
"701391U","0","0","0","0","0","0","1","20260628","20260628"
"701393U","0","0","0","0","0","0","1","20260628","20260628"
"701428U","0","0","0","0","0","0","1","20260628","20260628"
"701431U","0","0","0","0","0","0","1","20260628","20260628"
"701432U","0","0","0","0","0","0","1","20260628","20260628"
"701433U","0","0","0","0","0","0","1","20260628","20260628"
"701434U","0","0","0","0","0","0","1","20260628","20260628"
"701435U","0","0","0","0","0","0","1","20260628","20260628"
"701438U","0","0","0","0","0","0","1","20260628","20260628"
"701439U","0","0","0","0","0","0","1","20260628","20260628"
"701441U","0","0","0","0","0","0","1","20260628","20260628"
"701442U","0","0","0","0","0","0","1","20260628","20260628"
"701443U","0","0","0","0","0","0","1","20260628","20260628"
"701449U","0","0","0","0","0","0","1","20260628","20260628"
"701450U","0","0","0","0","0","0","1","20260628","20260628"
"701476U","0","0","0","0","0","0","1","20260628","20260628"
"701478U","0","0","0","0","0","0","1","20260628","20260628"
"701482U","0","0","0","0","0","0","1","20260628","20260628"
"701483U","0","0","0","0","0","0","1","20260628","20260628"
"701484U","0","0","0","0","0","0","1","20260628","20260628"
"701485U","0","0","0","0","0","0","1","20260628","20260628"
"701486U","0","0","0","0","0","0","1","20260628","20260628"
"701492U","0","0","0","0","0","0","1","20260628","20260628"
"701530U","0","0","0","0","0","0","1","20260628","20260628"
"701533U","0","0","0","0","0","0","1","20260628","20260628"
"701534U","0","0","0","0","0","0","1","20260628","20260628"
"701535U","0","0","0","0","0","0","1","20260628","20260628"
"701536U","0","0","0","0","0","0","1","20260628","20260628"
"701539U","0","0","0","0","0","0","1","20260628","20260628"
"701540U","0","0","0","0","0","0","1","20260628","20260628"
"701541U","0","0","0","0","0","0","1","20260628","20260628"
"701545U","0","0","0","0","0","0","1","20260628","20260628"
"701556U","0","0","0","0","0","0","1","20260628","20260628"
"701591U","0","0","0","0","0","0","1","20260628","20260628"
"701595U","0","0","0","0","0","0","1","20260628","20260628"
"701596U","0","0","0","0","0","0","1","20260628","20260628"
"701602U","0","0","0","0","0","0","1","20260628","20260628"
"701603U","0","0","0","0","0","0","1","20260628","20260628"
"701634U","0","0","0","0","0","0","1","20260628","20260628"
"701635U","0","0","0","0","0","0","1","20260628","20260628"
"701636U","0","0","0","0","0","0","1","20260628","20260628"
"701637U","0","0","0","0","0","0","1","20260628","20260628"
"701639U","0","0","0","0","0","0","1","20260628","20260628"
"701643U","0","0","0","0","0","0","1","20260628","20260628"
"701647U","0","0","0","0","0","0","1","20260628","20260628"
"701651U","0","0","0","0","0","0","1","20260628","20260628"
"701658U","0","0","0","0","0","0","1","20260628","20260628"
"701659U","0","0","0","0","0","0","1","20260628","20260628"
"701688U","0","0","0","0","0","0","1","20260628","20260628"
"701689U","0","0","0","0","0","0","1","20260628","20260628"
"701691U","0","0","0","0","0","0","1","20260628","20260628"
"701692U","0","0","0","0","0","0","1","20260628","20260628"
"701693U","0","0","0","0","0","0","1","20260628","20260628"
"701695U","0","0","0","0","0","0","1","20260628","20260628"
"701696U","0","0","0","0","0","0","1","20260628","20260628"
"701697U","0","0","0","0","0","0","1","20260628","20260628"
"701700U","0","0","0","0","0","0","1","20260628","20260628"
"701704U","0","0","0","0","0","0","1","20260628","20260628"
"701705U","0","0","0","0","0","0","1","20260628","20260628"
"701706U","0","0","0","0","0","0","1","20260628","20260628"
"701707U","0","0","0","0","0","0","1","20260628","20260628"
"701708U","0","0","0","0","0","0","1","20260628","20260628"
"701726U","1","1","1","1","1","0","0","20260619","20260831"
"701738U","1","1","1","1","1","0","0","20260619","20260831"
"701789U","1","1","1","1","1","0","0","20260619","20260831"
"701853U","1","1","1","1","1","0","0","20260619","20260831"
"701889U","1","1","1","1","1","0","0","20260619","20260831"
"701918U","1","1","1","1","1","0","0","20260619","20260831"
"701935U","0","0","0","0","0","1","0","20260627","20260627"
"701951U","0","0","0","0","0","1","0","20260627","20260627"
"701952U","0","0","0","0","0","1","0","20260627","20260627"
"701954U","0","0","0","0","0","1","0","20260627","20260627"
"701961U","0","1","0","1","1","0","0","20260625","20260630"
"701982U","0","0","0","0","0","1","0","20260627","20260627"
"701994U","0","0","0","0","0","1","0","20260627","20260627"
"701995U","0","0","0","0","0","1","0","20260627","20260627"
"701996U","0","0","0","0","0","1","0","20260627","20260627"
"702043U","0","0","0","0","0","1","0","20260627","20260627"
"702044U","0","0","0","0","0","1","0","20260627","20260627"
"702046U","0","0","0","0","0","1","0","20260627","20260627"
"702047U","0","0","0","0","0","1","0","20260627","20260627"
"702048U","0","0","0","0","0","1","0","20260627","20260627"
"702050U","0","0","0","0","0","1","0","20260627","20260627"
"702051U","0","0","0","0","0","1","0","20260627","20260627"
"702083U","0","0","0","0","0","1","0","20260627","20260627"
"702084U","0","0","0","0","0","1","0","20260627","20260627"
"702087U","0","0","0","0","0","1","0","20260627","20260627"
"702089U","0","0","0","0","0","1","0","20260627","20260627"
"702098U","0","0","0","0","0","1","0","20260627","20260627"
"702100U","0","0","0","0","0","1","0","20260627","20260627"
"702105U","0","0","0","0","0","1","0","20260627","20260627"
"702116U","0","0","0","0","0","1","0","20260627","20260627"
"702117U","0","0","0","0","0","1","0","20260627","20260627"
"702118U","0","0","0","0","0","1","0","20260627","20260627"
"702119U","0","0","0","0","0","1","0","20260627","20260627"
"702120U","0","0","0","0","0","1","0","20260627","20260627"
"702135U","0","0","0","0","0","1","0","20260627","20260627"
"702156U","0","0","0","0","0","1","0","20260627","20260627"
"702158U","0","0","0","0","0","1","0","20260627","20260627"
"702195U","0","0","0","0","0","1","0","20260627","20260627"
"702196U","0","0","0","0","0","1","0","20260627","20260627"
"702197U","0","0","0","0","0","1","0","20260627","20260627"
"702199U","0","0","0","0","0","1","0","20260627","20260627"
"702214U","0","0","0","0","0","1","0","20260627","20260627"
"702227U","0","0","0","0","0","1","0","20260627","20260627"
"702230U","0","0","0","0","0","1","0","20260627","20260627"
"702233U","1","1","1","1","1","0","0","20260619","20260831"
"702243U","0","0","0","0","0","1","0","20260627","20260627"
"702244U","0","0","0","0","0","1","0","20260627","20260627"
"702245U","0","0","0","0","0","1","0","20260627","20260627"
"702246U","0","0","0","0","0","1","0","20260627","20260627"
"702247U","0","0","0","0","0","1","0","20260627","20260627"
"702248U","0","0","0","0","0","1","0","20260627","20260627"
"702250U","0","0","0","0","0","1","0","20260627","20260627"
"702267U","0","0","0","0","0","1","0","20260627","20260627"
"702275U","0","0","0","0","0","1","0","20260627","20260627"
"702276U","0","0","0","0","0","1","0","20260627","20260627"
"702277U","0","0","0","0","0","1","0","20260627","20260627"
"702278U","0","0","0","0","0","1","0","20260627","20260627"
"702279U","0","0","0","0","0","1","0","20260627","20260627"
"702280U","0","0","0","0","0","1","0","20260627","20260627"
"702281U","0","0","0","0","0","1","0","20260627","20260627"
"702294U","0","0","0","0","0","1","0","20260627","20260627"
"702296U","0","0","0","0","0","1","0","20260627","20260627"
"702312U","0","0","0","0","0","1","0","20260627","20260627"
"702314U","0","0","0","0","0","1","0","20260627","20260627"
"702329U","0","0","0","0","0","1","0","20260627","20260627"
"702349U","0","0","0","0","0","1","0","20260627","20260627"
"702350U","0","0","0","0","0","1","0","20260627","20260627"
"702351U","0","0","0","0","0","1","0","20260627","20260627"
"702352U","0","0","0","0","0","1","0","20260627","20260627"
"702354U","0","0","0","0","0","1","0","20260627","20260627"
"702364U","0","0","0","0","0","1","0","20260627","20260627"
"702365U","0","0","0","0","0","1","0","20260627","20260627"
"702377U","0","0","0","0","0","1","0","20260627","20260627"
"702378U","0","0","0","0","0","1","0","20260627","20260627"
"702379U","0","0","0","0","0","1","0","20260627","20260627"
"702382U","0","0","0","0","0","1","0","20260627","20260627"
"702384U","0","0","0","0","0","1","0","20260627","20260627"
"702385U","0","0","0","0","0","1","0","20260627","20260627"
"702422U","0","0","0","0","0","1","0","20260627","20260627"
"702423U","0","0","0","0","0","1","0","20260627","20260627"
"702424U","0","0","0","0","0","1","0","20260627","20260627"
"702425U","0","0","0","0","0","1","0","20260627","20260627"
"702427U","0","0","0","0","0","1","0","20260627","20260627"
"702428U","0","0","0","0","0","1","0","20260627","20260627"
"702429U","0","0","0","0","0","1","0","20260627","20260627"
"702430U","0","0","0","0","0","1","0","20260627","20260627"
"702462U","0","0","0","0","0","1","0","20260627","20260627"
"702463U","0","0","0","0","0","1","0","20260627","20260627"
"702464U","0","0","0","0","0","1","0","20260627","20260627"
"702465U","0","0","0","0","0","1","0","20260627","20260627"
"702475U","0","0","0","0","0","1","0","20260627","20260627"
"702491U","0","0","0","0","0","1","0","20260627","20260627"
"702492U","0","0","0","0","0","1","0","20260627","20260627"
"702509U","0","0","0","0","0","1","0","20260627","20260627"
"702512U","0","0","0","0","0","1","0","20260627","20260627"
"702514U","0","0","0","0","0","1","0","20260627","20260627"
"702515U","0","0","0","0","0","1","0","20260627","20260627"
"702516U","0","0","0","0","0","1","0","20260627","20260627"
"702517U","0","0","0","0","0","1","0","20260627","20260627"
"702518U","0","0","0","0","0","1","0","20260627","20260627"
"702519U","0","0","0","0","0","1","0","20260627","20260627"
"702520U","0","0","0","0","0","1","0","20260627","20260627"
"702521U","0","0","0","0","0","1","0","20260627","20260627"
"702549U","0","0","0","0","0","1","0","20260627","20260627"
